username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Korerose;2016-01-31 17:50;1;1;"Me ha gustado un vdeo de @YouTube de @bigkidproject ( http:// youtu.be/fXtcbywri_k?a - Reaccionando a Fine Brothers React World ).";;@YouTube @bigkidproject;;"693944563082383360";https://twitter.com/Korerose/status/693944563082383360
BuyMyMenus;2016-01-31 17:50;0;0;"@crispy_jonathan http:// prntscr.com/9xf75m that's the reactworld website, we also just did a massive unsub across many people's accounts";;@crispy_jonathan;;"693944493041655809";https://twitter.com/BuyMyMenus/status/693944493041655809
DashStarWars;2016-01-31 17:50;1;6;"I liked a @YouTube video from @boogie2988 http:// youtu.be/YN-vhZoO7wM?a Reacting to React World by the Fine Bros";;@YouTube @boogie2988;;"693944414604005378";https://twitter.com/DashStarWars/status/693944414604005378
RagingXGhosts;2016-01-31 17:50;0;1;"I liked a @YouTube video http:// youtu.be/pBpTtZ0kB4U?a (REACTION) to ReactWorld - FineBros";;@YouTube;;"693944385784930305";https://twitter.com/RagingXGhosts/status/693944385784930305
Calvinthemonkey;2016-01-31 17:49;0;1;"@ZanyViper @TheInternetBG React World happened...";;@ZanyViper @TheInternetBG;;"693944266649948160";https://twitter.com/Calvinthemonkey/status/693944266649948160
RealHTN2001;2016-01-31 17:58;0;0;"Everyone's been talking about the whole Fine Brothers things every since right now and they've been losing subs with the whole ReactWorld";;;;"693946612381384704";https://twitter.com/RealHTN2001/status/693946612381384704
SpookyManiac;2016-01-31 17:58;0;1;"Boogie speaks the truth about the Fine Bros, React World and the trademark system
Scary place .. http:// ln.is/www.youtube.co m/JOsJd ";;;;"693946517481246722";https://twitter.com/SpookyManiac/status/693946517481246722
The_MadisonShow;2016-01-31 17:57;0;2;"I was never a fine bros subscriber. What is react world ? #unsubthefinebros";;;#unsubthefinebros;"693946177939599360";https://twitter.com/The_MadisonShow/status/693946177939599360
SSJ3__Goku;2016-01-31 17:56;0;0;"@SiriusBsub They made a video called " React World " where they basically want to copyright the word "react"";;@SiriusBsub;;"693946027175497728";https://twitter.com/SSJ3__Goku/status/693946027175497728
jdauntless85;2016-01-31 17:56;0;0;"Response to: Fine Brothers Entertainment - REACT WORLD (Real Talk): http:// youtu.be/VPkbJOaICno?a via @YouTube";;@YouTube;;"693945872682467329";https://twitter.com/jdauntless85/status/693945872682467329
Potxto5SOS;2016-01-31 17:55;0;0;"You wanna hear a joke?

The Fine Bros thinking React World was a fantastic idea. #UnSubTheFineBros";;;#UnSubTheFineBros;"693945849936637952";https://twitter.com/Potxto5SOS/status/693945849936637952
HERNANDEZJUAN30;2016-01-31 17:55;0;0;"I added a video to a @YouTube playlist http:// youtu.be/r45BsiEsWHw?a Fine Bros React World is Complete Rubbish YOU DON'T OWN THE WORD";;@YouTube;;"693945825010020352";https://twitter.com/HERNANDEZJUAN30/status/693945825010020352
PlayExperienze;2016-01-31 17:55;2;5;"Bsicamente TheFineBrothers usan ReactWorld para comprar todo lo que lleve la palabra React (Reaccin), para que no se pueda utilizar.";;;;"693945734366924801";https://twitter.com/PlayExperienze/status/693945734366924801
LucasLSGC;2016-01-31 17:54;0;0;"REACT WORLD ?!?! WTF http:// youtu.be/wuJD_Ae5mtg?a";;;;"693945586366730240";https://twitter.com/LucasLSGC/status/693945586366730240
MadameMlp;2016-01-31 17:54;0;1;"@Crealogyy I saw the video and to me the react world their manipulating fans "we can help your videos!!(and get lots more money than you)";;@Crealogyy;;"693945482863845378";https://twitter.com/MadameMlp/status/693945482863845378
ZakZakaryas;2016-01-31 17:54;0;0;"Fine Bros should have thought about what that whole React World thing would do before deciding to go forward (cont) http:// tl.gd/n_1so8pd3";;;;"693945427880710144";https://twitter.com/ZakZakaryas/status/693945427880710144
EquestrianIdiot;2016-01-31 17:53;0;0;"I know everyone's going to hate me for this, but I honestly think @thefinebros never had any ill intentions in this React World controversey";;@thefinebros;;"693945202390732800";https://twitter.com/EquestrianIdiot/status/693945202390732800
KaitouKiwi;2016-01-31 17:52;0;1;"@MSpagetti @neonjays I think the whole react world idea is actually really dumb. I just...didn't know what was happening with it all.";;@MSpagetti @neonjays;;"693945062644957185";https://twitter.com/KaitouKiwi/status/693945062644957185
Colecperrine;2016-01-31 17:51;3;14;"Wait... what if this was @thefinebros plan all along??? React World got a REACTION OUT OF THE ENTIRE INTERNET

RUN RUN RUNRUNRUN";;@thefinebros;;"693944758306115584";https://twitter.com/Colecperrine/status/693944758306115584
EsportsLawrence;2016-01-31 17:51;0;1;"@SmurfyJCK So nobody can make react videos unless published on their new network ' react world '";;@SmurfyJCK;;"693944651166957568";https://twitter.com/EsportsLawrence/status/693944651166957568
Korerose;2016-01-31 17:50;1;1;"Me ha gustado un vdeo de @YouTube de @bigkidproject ( http:// youtu.be/fXtcbywri_k?a - Reaccionando a Fine Brothers React World ).";;@YouTube @bigkidproject;;"693944563082383360";https://twitter.com/Korerose/status/693944563082383360
BuyMyMenus;2016-01-31 17:50;0;0;"@crispy_jonathan http:// prntscr.com/9xf75m that's the reactworld website, we also just did a massive unsub across many people's accounts";;@crispy_jonathan;;"693944493041655809";https://twitter.com/BuyMyMenus/status/693944493041655809
DashStarWars;2016-01-31 17:50;1;6;"I liked a @YouTube video from @boogie2988 http:// youtu.be/YN-vhZoO7wM?a Reacting to React World by the Fine Bros";;@YouTube @boogie2988;;"693944414604005378";https://twitter.com/DashStarWars/status/693944414604005378
RagingXGhosts;2016-01-31 17:50;0;1;"I liked a @YouTube video http:// youtu.be/pBpTtZ0kB4U?a (REACTION) to ReactWorld - FineBros";;@YouTube;;"693944385784930305";https://twitter.com/RagingXGhosts/status/693944385784930305
Calvinthemonkey;2016-01-31 17:49;0;1;"@ZanyViper @TheInternetBG React World happened...";;@ZanyViper @TheInternetBG;;"693944266649948160";https://twitter.com/Calvinthemonkey/status/693944266649948160
RealHTN2001;2016-01-31 17:58;0;0;"Everyone's been talking about the whole Fine Brothers things every since right now and they've been losing subs with the whole ReactWorld";;;;"693946612381384704";https://twitter.com/RealHTN2001/status/693946612381384704
SpookyManiac;2016-01-31 17:58;0;1;"Boogie speaks the truth about the Fine Bros, React World and the trademark system
Scary place .. http:// ln.is/www.youtube.co m/JOsJd ";;;;"693946517481246722";https://twitter.com/SpookyManiac/status/693946517481246722
The_MadisonShow;2016-01-31 17:57;0;2;"I was never a fine bros subscriber. What is react world ? #unsubthefinebros";;;#unsubthefinebros;"693946177939599360";https://twitter.com/The_MadisonShow/status/693946177939599360
SSJ3__Goku;2016-01-31 17:56;0;0;"@SiriusBsub They made a video called " React World " where they basically want to copyright the word "react"";;@SiriusBsub;;"693946027175497728";https://twitter.com/SSJ3__Goku/status/693946027175497728
jdauntless85;2016-01-31 17:56;0;0;"Response to: Fine Brothers Entertainment - REACT WORLD (Real Talk): http:// youtu.be/VPkbJOaICno?a via @YouTube";;@YouTube;;"693945872682467329";https://twitter.com/jdauntless85/status/693945872682467329
Potxto5SOS;2016-01-31 17:55;0;0;"You wanna hear a joke?

The Fine Bros thinking React World was a fantastic idea. #UnSubTheFineBros";;;#UnSubTheFineBros;"693945849936637952";https://twitter.com/Potxto5SOS/status/693945849936637952
HERNANDEZJUAN30;2016-01-31 17:55;0;0;"I added a video to a @YouTube playlist http:// youtu.be/r45BsiEsWHw?a Fine Bros React World is Complete Rubbish YOU DON'T OWN THE WORD";;@YouTube;;"693945825010020352";https://twitter.com/HERNANDEZJUAN30/status/693945825010020352
PlayExperienze;2016-01-31 17:55;2;5;"Bsicamente TheFineBrothers usan ReactWorld para comprar todo lo que lleve la palabra React (Reaccin), para que no se pueda utilizar.";;;;"693945734366924801";https://twitter.com/PlayExperienze/status/693945734366924801
LucasLSGC;2016-01-31 17:54;0;0;"REACT WORLD ?!?! WTF http:// youtu.be/wuJD_Ae5mtg?a";;;;"693945586366730240";https://twitter.com/LucasLSGC/status/693945586366730240
MadameMlp;2016-01-31 17:54;0;1;"@Crealogyy I saw the video and to me the react world their manipulating fans "we can help your videos!!(and get lots more money than you)";;@Crealogyy;;"693945482863845378";https://twitter.com/MadameMlp/status/693945482863845378
ZakZakaryas;2016-01-31 17:54;0;0;"Fine Bros should have thought about what that whole React World thing would do before deciding to go forward (cont) http:// tl.gd/n_1so8pd3";;;;"693945427880710144";https://twitter.com/ZakZakaryas/status/693945427880710144
EquestrianIdiot;2016-01-31 17:53;0;0;"I know everyone's going to hate me for this, but I honestly think @thefinebros never had any ill intentions in this React World controversey";;@thefinebros;;"693945202390732800";https://twitter.com/EquestrianIdiot/status/693945202390732800
KaitouKiwi;2016-01-31 17:52;0;1;"@MSpagetti @neonjays I think the whole react world idea is actually really dumb. I just...didn't know what was happening with it all.";;@MSpagetti @neonjays;;"693945062644957185";https://twitter.com/KaitouKiwi/status/693945062644957185
Colecperrine;2016-01-31 17:51;3;14;"Wait... what if this was @thefinebros plan all along??? React World got a REACTION OUT OF THE ENTIRE INTERNET

RUN RUN RUNRUNRUN";;@thefinebros;;"693944758306115584";https://twitter.com/Colecperrine/status/693944758306115584
EsportsLawrence;2016-01-31 17:51;0;1;"@SmurfyJCK So nobody can make react videos unless published on their new network ' react world '";;@SmurfyJCK;;"693944651166957568";https://twitter.com/EsportsLawrence/status/693944651166957568
Korerose;2016-01-31 17:50;1;1;"Me ha gustado un vdeo de @YouTube de @bigkidproject ( http:// youtu.be/fXtcbywri_k?a - Reaccionando a Fine Brothers React World ).";;@YouTube @bigkidproject;;"693944563082383360";https://twitter.com/Korerose/status/693944563082383360
BuyMyMenus;2016-01-31 17:50;0;0;"@crispy_jonathan http:// prntscr.com/9xf75m that's the reactworld website, we also just did a massive unsub across many people's accounts";;@crispy_jonathan;;"693944493041655809";https://twitter.com/BuyMyMenus/status/693944493041655809
DashStarWars;2016-01-31 17:50;1;6;"I liked a @YouTube video from @boogie2988 http:// youtu.be/YN-vhZoO7wM?a Reacting to React World by the Fine Bros";;@YouTube @boogie2988;;"693944414604005378";https://twitter.com/DashStarWars/status/693944414604005378
RagingXGhosts;2016-01-31 17:50;0;1;"I liked a @YouTube video http:// youtu.be/pBpTtZ0kB4U?a (REACTION) to ReactWorld - FineBros";;@YouTube;;"693944385784930305";https://twitter.com/RagingXGhosts/status/693944385784930305
Calvinthemonkey;2016-01-31 17:49;0;1;"@ZanyViper @TheInternetBG React World happened...";;@ZanyViper @TheInternetBG;;"693944266649948160";https://twitter.com/Calvinthemonkey/status/693944266649948160
RealHTN2001;2016-01-31 17:58;0;0;"Everyone's been talking about the whole Fine Brothers things every since right now and they've been losing subs with the whole ReactWorld";;;;"693946612381384704";https://twitter.com/RealHTN2001/status/693946612381384704
SpookyManiac;2016-01-31 17:58;0;1;"Boogie speaks the truth about the Fine Bros, React World and the trademark system
Scary place .. http:// ln.is/www.youtube.co m/JOsJd ";;;;"693946517481246722";https://twitter.com/SpookyManiac/status/693946517481246722
The_MadisonShow;2016-01-31 17:57;0;2;"I was never a fine bros subscriber. What is react world ? #unsubthefinebros";;;#unsubthefinebros;"693946177939599360";https://twitter.com/The_MadisonShow/status/693946177939599360
SSJ3__Goku;2016-01-31 17:56;0;0;"@SiriusBsub They made a video called " React World " where they basically want to copyright the word "react"";;@SiriusBsub;;"693946027175497728";https://twitter.com/SSJ3__Goku/status/693946027175497728
jdauntless85;2016-01-31 17:56;0;0;"Response to: Fine Brothers Entertainment - REACT WORLD (Real Talk): http:// youtu.be/VPkbJOaICno?a via @YouTube";;@YouTube;;"693945872682467329";https://twitter.com/jdauntless85/status/693945872682467329
Potxto5SOS;2016-01-31 17:55;0;0;"You wanna hear a joke?

The Fine Bros thinking React World was a fantastic idea. #UnSubTheFineBros";;;#UnSubTheFineBros;"693945849936637952";https://twitter.com/Potxto5SOS/status/693945849936637952
HERNANDEZJUAN30;2016-01-31 17:55;0;0;"I added a video to a @YouTube playlist http:// youtu.be/r45BsiEsWHw?a Fine Bros React World is Complete Rubbish YOU DON'T OWN THE WORD";;@YouTube;;"693945825010020352";https://twitter.com/HERNANDEZJUAN30/status/693945825010020352
PlayExperienze;2016-01-31 17:55;2;5;"Bsicamente TheFineBrothers usan ReactWorld para comprar todo lo que lleve la palabra React (Reaccin), para que no se pueda utilizar.";;;;"693945734366924801";https://twitter.com/PlayExperienze/status/693945734366924801
LucasLSGC;2016-01-31 17:54;0;0;"REACT WORLD ?!?! WTF http:// youtu.be/wuJD_Ae5mtg?a";;;;"693945586366730240";https://twitter.com/LucasLSGC/status/693945586366730240
MadameMlp;2016-01-31 17:54;0;1;"@Crealogyy I saw the video and to me the react world their manipulating fans "we can help your videos!!(and get lots more money than you)";;@Crealogyy;;"693945482863845378";https://twitter.com/MadameMlp/status/693945482863845378
ZakZakaryas;2016-01-31 17:54;0;0;"Fine Bros should have thought about what that whole React World thing would do before deciding to go forward (cont) http:// tl.gd/n_1so8pd3";;;;"693945427880710144";https://twitter.com/ZakZakaryas/status/693945427880710144
EquestrianIdiot;2016-01-31 17:53;0;0;"I know everyone's going to hate me for this, but I honestly think @thefinebros never had any ill intentions in this React World controversey";;@thefinebros;;"693945202390732800";https://twitter.com/EquestrianIdiot/status/693945202390732800
KaitouKiwi;2016-01-31 17:52;0;1;"@MSpagetti @neonjays I think the whole react world idea is actually really dumb. I just...didn't know what was happening with it all.";;@MSpagetti @neonjays;;"693945062644957185";https://twitter.com/KaitouKiwi/status/693945062644957185
Colecperrine;2016-01-31 17:51;3;14;"Wait... what if this was @thefinebros plan all along??? React World got a REACTION OUT OF THE ENTIRE INTERNET

RUN RUN RUNRUNRUN";;@thefinebros;;"693944758306115584";https://twitter.com/Colecperrine/status/693944758306115584
EsportsLawrence;2016-01-31 17:51;0;1;"@SmurfyJCK So nobody can make react videos unless published on their new network ' react world '";;@SmurfyJCK;;"693944651166957568";https://twitter.com/EsportsLawrence/status/693944651166957568
Korerose;2016-01-31 17:50;1;1;"Me ha gustado un vdeo de @YouTube de @bigkidproject ( http:// youtu.be/fXtcbywri_k?a - Reaccionando a Fine Brothers React World ).";;@YouTube @bigkidproject;;"693944563082383360";https://twitter.com/Korerose/status/693944563082383360
BuyMyMenus;2016-01-31 17:50;0;0;"@crispy_jonathan http:// prntscr.com/9xf75m that's the reactworld website, we also just did a massive unsub across many people's accounts";;@crispy_jonathan;;"693944493041655809";https://twitter.com/BuyMyMenus/status/693944493041655809
DashStarWars;2016-01-31 17:50;1;6;"I liked a @YouTube video from @boogie2988 http:// youtu.be/YN-vhZoO7wM?a Reacting to React World by the Fine Bros";;@YouTube @boogie2988;;"693944414604005378";https://twitter.com/DashStarWars/status/693944414604005378
RagingXGhosts;2016-01-31 17:50;0;1;"I liked a @YouTube video http:// youtu.be/pBpTtZ0kB4U?a (REACTION) to ReactWorld - FineBros";;@YouTube;;"693944385784930305";https://twitter.com/RagingXGhosts/status/693944385784930305
Calvinthemonkey;2016-01-31 17:49;0;1;"@ZanyViper @TheInternetBG React World happened...";;@ZanyViper @TheInternetBG;;"693944266649948160";https://twitter.com/Calvinthemonkey/status/693944266649948160
RealHTN2001;2016-01-31 17:58;0;0;"Everyone's been talking about the whole Fine Brothers things every since right now and they've been losing subs with the whole ReactWorld";;;;"693946612381384704";https://twitter.com/RealHTN2001/status/693946612381384704
SpookyManiac;2016-01-31 17:58;0;1;"Boogie speaks the truth about the Fine Bros, React World and the trademark system
Scary place .. http:// ln.is/www.youtube.co m/JOsJd ";;;;"693946517481246722";https://twitter.com/SpookyManiac/status/693946517481246722
The_MadisonShow;2016-01-31 17:57;0;2;"I was never a fine bros subscriber. What is react world ? #unsubthefinebros";;;#unsubthefinebros;"693946177939599360";https://twitter.com/The_MadisonShow/status/693946177939599360
SSJ3__Goku;2016-01-31 17:56;0;0;"@SiriusBsub They made a video called " React World " where they basically want to copyright the word "react"";;@SiriusBsub;;"693946027175497728";https://twitter.com/SSJ3__Goku/status/693946027175497728
jdauntless85;2016-01-31 17:56;0;0;"Response to: Fine Brothers Entertainment - REACT WORLD (Real Talk): http:// youtu.be/VPkbJOaICno?a via @YouTube";;@YouTube;;"693945872682467329";https://twitter.com/jdauntless85/status/693945872682467329
Potxto5SOS;2016-01-31 17:55;0;0;"You wanna hear a joke?

The Fine Bros thinking React World was a fantastic idea. #UnSubTheFineBros";;;#UnSubTheFineBros;"693945849936637952";https://twitter.com/Potxto5SOS/status/693945849936637952
HERNANDEZJUAN30;2016-01-31 17:55;0;0;"I added a video to a @YouTube playlist http:// youtu.be/r45BsiEsWHw?a Fine Bros React World is Complete Rubbish YOU DON'T OWN THE WORD";;@YouTube;;"693945825010020352";https://twitter.com/HERNANDEZJUAN30/status/693945825010020352
PlayExperienze;2016-01-31 17:55;2;5;"Bsicamente TheFineBrothers usan ReactWorld para comprar todo lo que lleve la palabra React (Reaccin), para que no se pueda utilizar.";;;;"693945734366924801";https://twitter.com/PlayExperienze/status/693945734366924801
LucasLSGC;2016-01-31 17:54;0;0;"REACT WORLD ?!?! WTF http:// youtu.be/wuJD_Ae5mtg?a";;;;"693945586366730240";https://twitter.com/LucasLSGC/status/693945586366730240
MadameMlp;2016-01-31 17:54;0;1;"@Crealogyy I saw the video and to me the react world their manipulating fans "we can help your videos!!(and get lots more money than you)";;@Crealogyy;;"693945482863845378";https://twitter.com/MadameMlp/status/693945482863845378
ZakZakaryas;2016-01-31 17:54;0;0;"Fine Bros should have thought about what that whole React World thing would do before deciding to go forward (cont) http:// tl.gd/n_1so8pd3";;;;"693945427880710144";https://twitter.com/ZakZakaryas/status/693945427880710144
EquestrianIdiot;2016-01-31 17:53;0;0;"I know everyone's going to hate me for this, but I honestly think @thefinebros never had any ill intentions in this React World controversey";;@thefinebros;;"693945202390732800";https://twitter.com/EquestrianIdiot/status/693945202390732800
KaitouKiwi;2016-01-31 17:52;0;1;"@MSpagetti @neonjays I think the whole react world idea is actually really dumb. I just...didn't know what was happening with it all.";;@MSpagetti @neonjays;;"693945062644957185";https://twitter.com/KaitouKiwi/status/693945062644957185
Colecperrine;2016-01-31 17:51;3;14;"Wait... what if this was @thefinebros plan all along??? React World got a REACTION OUT OF THE ENTIRE INTERNET

RUN RUN RUNRUNRUN";;@thefinebros;;"693944758306115584";https://twitter.com/Colecperrine/status/693944758306115584
EsportsLawrence;2016-01-31 17:51;0;1;"@SmurfyJCK So nobody can make react videos unless published on their new network ' react world '";;@SmurfyJCK;;"693944651166957568";https://twitter.com/EsportsLawrence/status/693944651166957568
Korerose;2016-01-31 17:50;1;1;"Me ha gustado un vdeo de @YouTube de @bigkidproject ( http:// youtu.be/fXtcbywri_k?a - Reaccionando a Fine Brothers React World ).";;@YouTube @bigkidproject;;"693944563082383360";https://twitter.com/Korerose/status/693944563082383360
BuyMyMenus;2016-01-31 17:50;0;0;"@crispy_jonathan http:// prntscr.com/9xf75m that's the reactworld website, we also just did a massive unsub across many people's accounts";;@crispy_jonathan;;"693944493041655809";https://twitter.com/BuyMyMenus/status/693944493041655809
DashStarWars;2016-01-31 17:50;1;6;"I liked a @YouTube video from @boogie2988 http:// youtu.be/YN-vhZoO7wM?a Reacting to React World by the Fine Bros";;@YouTube @boogie2988;;"693944414604005378";https://twitter.com/DashStarWars/status/693944414604005378
RagingXGhosts;2016-01-31 17:50;0;1;"I liked a @YouTube video http:// youtu.be/pBpTtZ0kB4U?a (REACTION) to ReactWorld - FineBros";;@YouTube;;"693944385784930305";https://twitter.com/RagingXGhosts/status/693944385784930305
Calvinthemonkey;2016-01-31 17:49;0;1;"@ZanyViper @TheInternetBG React World happened...";;@ZanyViper @TheInternetBG;;"693944266649948160";https://twitter.com/Calvinthemonkey/status/693944266649948160
RealHTN2001;2016-01-31 17:58;0;0;"Everyone's been talking about the whole Fine Brothers things every since right now and they've been losing subs with the whole ReactWorld";;;;"693946612381384704";https://twitter.com/RealHTN2001/status/693946612381384704
SpookyManiac;2016-01-31 17:58;0;1;"Boogie speaks the truth about the Fine Bros, React World and the trademark system
Scary place .. http:// ln.is/www.youtube.co m/JOsJd ";;;;"693946517481246722";https://twitter.com/SpookyManiac/status/693946517481246722
The_MadisonShow;2016-01-31 17:57;0;2;"I was never a fine bros subscriber. What is react world ? #unsubthefinebros";;;#unsubthefinebros;"693946177939599360";https://twitter.com/The_MadisonShow/status/693946177939599360
SSJ3__Goku;2016-01-31 17:56;0;0;"@SiriusBsub They made a video called " React World " where they basically want to copyright the word "react"";;@SiriusBsub;;"693946027175497728";https://twitter.com/SSJ3__Goku/status/693946027175497728
jdauntless85;2016-01-31 17:56;0;0;"Response to: Fine Brothers Entertainment - REACT WORLD (Real Talk): http:// youtu.be/VPkbJOaICno?a via @YouTube";;@YouTube;;"693945872682467329";https://twitter.com/jdauntless85/status/693945872682467329
Potxto5SOS;2016-01-31 17:55;0;0;"You wanna hear a joke?

The Fine Bros thinking React World was a fantastic idea. #UnSubTheFineBros";;;#UnSubTheFineBros;"693945849936637952";https://twitter.com/Potxto5SOS/status/693945849936637952
HERNANDEZJUAN30;2016-01-31 17:55;0;0;"I added a video to a @YouTube playlist http:// youtu.be/r45BsiEsWHw?a Fine Bros React World is Complete Rubbish YOU DON'T OWN THE WORD";;@YouTube;;"693945825010020352";https://twitter.com/HERNANDEZJUAN30/status/693945825010020352
PlayExperienze;2016-01-31 17:55;2;5;"Bsicamente TheFineBrothers usan ReactWorld para comprar todo lo que lleve la palabra React (Reaccin), para que no se pueda utilizar.";;;;"693945734366924801";https://twitter.com/PlayExperienze/status/693945734366924801
LucasLSGC;2016-01-31 17:54;0;0;"REACT WORLD ?!?! WTF http:// youtu.be/wuJD_Ae5mtg?a";;;;"693945586366730240";https://twitter.com/LucasLSGC/status/693945586366730240
MadameMlp;2016-01-31 17:54;0;1;"@Crealogyy I saw the video and to me the react world their manipulating fans "we can help your videos!!(and get lots more money than you)";;@Crealogyy;;"693945482863845378";https://twitter.com/MadameMlp/status/693945482863845378
ZakZakaryas;2016-01-31 17:54;0;0;"Fine Bros should have thought about what that whole React World thing would do before deciding to go forward (cont) http:// tl.gd/n_1so8pd3";;;;"693945427880710144";https://twitter.com/ZakZakaryas/status/693945427880710144
EquestrianIdiot;2016-01-31 17:53;0;0;"I know everyone's going to hate me for this, but I honestly think @thefinebros never had any ill intentions in this React World controversey";;@thefinebros;;"693945202390732800";https://twitter.com/EquestrianIdiot/status/693945202390732800
KaitouKiwi;2016-01-31 17:52;0;1;"@MSpagetti @neonjays I think the whole react world idea is actually really dumb. I just...didn't know what was happening with it all.";;@MSpagetti @neonjays;;"693945062644957185";https://twitter.com/KaitouKiwi/status/693945062644957185
Colecperrine;2016-01-31 17:51;3;14;"Wait... what if this was @thefinebros plan all along??? React World got a REACTION OUT OF THE ENTIRE INTERNET

RUN RUN RUNRUNRUN";;@thefinebros;;"693944758306115584";https://twitter.com/Colecperrine/status/693944758306115584
EsportsLawrence;2016-01-31 17:51;0;1;"@SmurfyJCK So nobody can make react videos unless published on their new network ' react world '";;@SmurfyJCK;;"693944651166957568";https://twitter.com/EsportsLawrence/status/693944651166957568
Korerose;2016-01-31 17:50;1;1;"Me ha gustado un vdeo de @YouTube de @bigkidproject ( http:// youtu.be/fXtcbywri_k?a - Reaccionando a Fine Brothers React World ).";;@YouTube @bigkidproject;;"693944563082383360";https://twitter.com/Korerose/status/693944563082383360
BuyMyMenus;2016-01-31 17:50;0;0;"@crispy_jonathan http:// prntscr.com/9xf75m that's the reactworld website, we also just did a massive unsub across many people's accounts";;@crispy_jonathan;;"693944493041655809";https://twitter.com/BuyMyMenus/status/693944493041655809
DashStarWars;2016-01-31 17:50;1;6;"I liked a @YouTube video from @boogie2988 http:// youtu.be/YN-vhZoO7wM?a Reacting to React World by the Fine Bros";;@YouTube @boogie2988;;"693944414604005378";https://twitter.com/DashStarWars/status/693944414604005378
RagingXGhosts;2016-01-31 17:50;0;1;"I liked a @YouTube video http:// youtu.be/pBpTtZ0kB4U?a (REACTION) to ReactWorld - FineBros";;@YouTube;;"693944385784930305";https://twitter.com/RagingXGhosts/status/693944385784930305
Calvinthemonkey;2016-01-31 17:49;0;1;"@ZanyViper @TheInternetBG React World happened...";;@ZanyViper @TheInternetBG;;"693944266649948160";https://twitter.com/Calvinthemonkey/status/693944266649948160
RealHTN2001;2016-01-31 17:58;0;0;"Everyone's been talking about the whole Fine Brothers things every since right now and they've been losing subs with the whole ReactWorld";;;;"693946612381384704";https://twitter.com/RealHTN2001/status/693946612381384704
SpookyManiac;2016-01-31 17:58;0;1;"Boogie speaks the truth about the Fine Bros, React World and the trademark system
Scary place .. http:// ln.is/www.youtube.co m/JOsJd ";;;;"693946517481246722";https://twitter.com/SpookyManiac/status/693946517481246722
The_MadisonShow;2016-01-31 17:57;0;2;"I was never a fine bros subscriber. What is react world ? #unsubthefinebros";;;#unsubthefinebros;"693946177939599360";https://twitter.com/The_MadisonShow/status/693946177939599360
SSJ3__Goku;2016-01-31 17:56;0;0;"@SiriusBsub They made a video called " React World " where they basically want to copyright the word "react"";;@SiriusBsub;;"693946027175497728";https://twitter.com/SSJ3__Goku/status/693946027175497728
jdauntless85;2016-01-31 17:56;0;0;"Response to: Fine Brothers Entertainment - REACT WORLD (Real Talk): http:// youtu.be/VPkbJOaICno?a via @YouTube";;@YouTube;;"693945872682467329";https://twitter.com/jdauntless85/status/693945872682467329
Potxto5SOS;2016-01-31 17:55;0;0;"You wanna hear a joke?

The Fine Bros thinking React World was a fantastic idea. #UnSubTheFineBros";;;#UnSubTheFineBros;"693945849936637952";https://twitter.com/Potxto5SOS/status/693945849936637952
HERNANDEZJUAN30;2016-01-31 17:55;0;0;"I added a video to a @YouTube playlist http:// youtu.be/r45BsiEsWHw?a Fine Bros React World is Complete Rubbish YOU DON'T OWN THE WORD";;@YouTube;;"693945825010020352";https://twitter.com/HERNANDEZJUAN30/status/693945825010020352
PlayExperienze;2016-01-31 17:55;2;5;"Bsicamente TheFineBrothers usan ReactWorld para comprar todo lo que lleve la palabra React (Reaccin), para que no se pueda utilizar.";;;;"693945734366924801";https://twitter.com/PlayExperienze/status/693945734366924801
LucasLSGC;2016-01-31 17:54;0;0;"REACT WORLD ?!?! WTF http:// youtu.be/wuJD_Ae5mtg?a";;;;"693945586366730240";https://twitter.com/LucasLSGC/status/693945586366730240
MadameMlp;2016-01-31 17:54;0;1;"@Crealogyy I saw the video and to me the react world their manipulating fans "we can help your videos!!(and get lots more money than you)";;@Crealogyy;;"693945482863845378";https://twitter.com/MadameMlp/status/693945482863845378
ZakZakaryas;2016-01-31 17:54;0;0;"Fine Bros should have thought about what that whole React World thing would do before deciding to go forward (cont) http:// tl.gd/n_1so8pd3";;;;"693945427880710144";https://twitter.com/ZakZakaryas/status/693945427880710144
EquestrianIdiot;2016-01-31 17:53;0;0;"I know everyone's going to hate me for this, but I honestly think @thefinebros never had any ill intentions in this React World controversey";;@thefinebros;;"693945202390732800";https://twitter.com/EquestrianIdiot/status/693945202390732800
KaitouKiwi;2016-01-31 17:52;0;1;"@MSpagetti @neonjays I think the whole react world idea is actually really dumb. I just...didn't know what was happening with it all.";;@MSpagetti @neonjays;;"693945062644957185";https://twitter.com/KaitouKiwi/status/693945062644957185
Colecperrine;2016-01-31 17:51;3;14;"Wait... what if this was @thefinebros plan all along??? React World got a REACTION OUT OF THE ENTIRE INTERNET

RUN RUN RUNRUNRUN";;@thefinebros;;"693944758306115584";https://twitter.com/Colecperrine/status/693944758306115584
EsportsLawrence;2016-01-31 17:51;0;1;"@SmurfyJCK So nobody can make react videos unless published on their new network ' react world '";;@SmurfyJCK;;"693944651166957568";https://twitter.com/EsportsLawrence/status/693944651166957568
